tweet_id,label,root_tweet_text,clean_text
399,fake,"#NizamuddinMarkaz #Nizamuddin Chronology\nMarch 13: Ministry of Health ""Coronavirus not Health Emergency""\n13: Jammat @ Nizamuddin Markaz starts\n15: Jammat @ Nizamuddin Markaz ends\n16: Delhi Govt Notification to close all religious institutions.\n17: 40000 visitors to Tirupati\n\n1/2",nizamuddinmarkaz nizamuddin chronology nmarch ministry of health coronavirus not health emergency n jammat nizamuddin markaz starts n jammat nizamuddin markaz ends n delhi govt notification to close all religious institutions n visitors to tirupati n n
400,real,"There's a lot of confusion around the difference between #chloroquine &amp; #quinine for #COVID19. I teamed up with @Kim_Wyrt &amp; @allasicanales to explain.\n\nNo, #cinchona bark is not a cure for #coronavirus\n\nRead: https://t.co/EJgMPsty8B @ConversationUK \n\n#botanical #scicomm #tonic",there s a lot of confusion around the difference between chloroquine quinine for covid i teamed up with kim wyrt allasicanales to explain n nno cinchona bark is not a cure for coronavirus n nread conversationuk n n botanical scicomm tonic
401,fake,RIP JOE DIFFIE 🚜💔 Tractors and pickup trucks lined the streets last night to honor the late country star who died of COVID-19 complications.  https://t.co/7TiUzCKNWX,rip joe diffie tractors and pickup trucks lined the streets last night to honor the late country star who died of covid complications
402,fake,"Breaking....\nCardinal who is an assistant to Pope Francis tested Covid-19  positive🙉..Please stay safe, CoronaVirus has no respect to a mortal man but only by God's grace in us. It won't be your portion in Jeus name Amen.. @MAZ1NNAMDIKANU @mefonna @s_ekpa @realFFK @Amaka_Ekwo https://t.co/GUKjrXPpyd",breaking ncardinal who is an assistant to pope francis tested covid positive please stay safe coronavirus has no respect to a mortal man but only by god s grace in us it won t be your portion in jeus name amen maz nnamdikanu mefonna s ekpa realffk amaka ekwo
403,real,Singapore is the model for how to handle the coronavirus (and the response in the US has essentially been the opposite).  https://t.co/cMhDLbVHWq,singapore is the model for how to handle the coronavirus and the response in the us has essentially been the opposite
404,real,"False links are being made between a source of antimalarial compounds, cinchona bark, as a natural or alternative source of chloroquine or hydroxychloroquine. https://t.co/YG8sa0IQ6K",false links are being made between a source of antimalarial compounds cinchona bark as a natural or alternative source of chloroquine or hydroxychloroquine
405,fake,Video shows bodies of COVID-19 victims being dumped in a ditch in Italy?\n\nFalse: This clip is a scene from the 2007 US television series Pandemic\nhttps://t.co/KzfxNtP0SN,video shows bodies of covid victims being dumped in a ditch in italy n nfalse this clip is a scene from the us television series pandemic n
406,real,Singapore is the model for how to handle the coronavirus ⁦@techreview⁩ MIT  https://t.co/vZhCIgFRSo,singapore is the model for how to handle the coronavirus techreview mit
407,fake,Parents are allowed to visit sick children in hospital during #coronavirus outbreak but hospitals have discretion to suspend visiting: https://t.co/w1Ezi7z8Fo,parents are allowed to visit sick children in hospital during coronavirus outbreak but hospitals have discretion to suspend visiting
408,fake,"Unfortunately, a fake Facebook account has been set up for the Nightingale Hospital London asking people to share rainbow pictures. Please be aware of misinformation and only get your information from trusted sources, like https://t.co/R3azksNgt9",unfortunately a fake facebook account has been set up for the nightingale hospital london asking people to share rainbow pictures please be aware of misinformation and only get your information from trusted sources like
409,real,How bad can the coronavirus pandemic get in the US? The key question right now is how similar the US will be to Italy. https://t.co/QgfOMkXRHz https://t.co/pcDNCLxxe9,how bad can the coronavirus pandemic get in the us the key question right now is how similar the us will be to italy
410,fake,"US officials assess true number killed in Wuhan approximately 10 times number claimed by China. That would mean actual number killed in Wuhan is more than 25,000. US officials believe this @RadioFreeAsia article likely accurate. Estimates 42,000 dead. https://t.co/wNDCYplxs3",us officials assess true number killed in wuhan approximately times number claimed by china that would mean actual number killed in wuhan is more than us officials believe this radiofreeasia article likely accurate estimates dead
411,real,"COVID-19 and RSV are two kinds of respiratory illnesses that have some similar symptoms. Learn how to tell the difference, and what to do if you or your child gets sick: https://t.co/HTZjpQ6AbN https://t.co/s0GsydbbbO",covid and rsv are two kinds of respiratory illnesses that have some similar symptoms learn how to tell the difference and what to do if you or your child gets sick
412,real,"Over 24,000 coronavirus research papers are now available in one place\n\nhttps://t.co/JjgwrlmYwE",over coronavirus research papers are now available in one place n n
413,real,Singapore is the model for how to handle the coronavirus (and the response in the US has essentially been the opposite).  https://t.co/rQC38CB26j,singapore is the model for how to handle the coronavirus and the response in the us has essentially been the opposite
414,real,Series of guidances to help manufacturers produce #PPE and medical equipment have been issued by @EU_Commission https://t.co/2KKJ4dodXm #COVID19 https://t.co/p0WDltZ9jg,series of guidances to help manufacturers produce ppe and medical equipment have been issued by eu commission covid
415,fake,"We still don't have a crystal clear picture of the personal Trump investments-there are financial disclosures, but they contain trusts, which do not break down detailed assets. How do we know Trump or his family are not profiting from coronavirus? 3/ https://t.co/Kwl3ylMZRk",we still don t have a crystal clear picture of the personal trump investments there are financial disclosures but they contain trusts which do not break down detailed assets how do we know trump or his family are not profiting from coronavirus
416,real,"Apple, HHS, CDC and the White House Coronavirus Task Force has partnered together and released an app providing guidance on social distancing and isolating, monitoring symptoms, recommendations on testing, and when to contact a medical provider. Learn more https://t.co/17pa7QfZKo https://t.co/dMetCZCJl9",apple hhs cdc and the white house coronavirus task force has partnered together and released an app providing guidance on social distancing and isolating monitoring symptoms recommendations on testing and when to contact a medical provider learn more
417,real,Singapore is the model for how to handle the coronavirus (and the response in the US has essentially been the opposite).  https://t.co/nn8UlV7jSz,singapore is the model for how to handle the coronavirus and the response in the us has essentially been the opposite
418,real,People with coronavirus may be most infectious in the first week of symptoms - MIT Technology Review https://t.co/ofWbD9WpVE,people with coronavirus may be most infectious in the first week of symptoms mit technology review
419,real,North Korea insists its lockdown is so tight it still has no coronavirus cases\nhttps://t.co/kNaUwZg80a https://t.co/7Ao0R7iSN7,north korea insists its lockdown is so tight it still has no coronavirus cases n
420,fake,"Trump: ""They're doing tests on airlines -- very strong tests -- for getting on, getting off. They're doing tests on trains -- getting on, getting off.""\n\nAirlines and Amtrak do not do coronavirus tests. A small percentage of flyers are getting screened. https://t.co/p8CUsRkxs2",trump they re doing tests on airlines very strong tests for getting on getting off they re doing tests on trains getting on getting off n nairlines and amtrak do not do coronavirus tests a small percentage of flyers are getting screened
421,fake,"The masks we are being asked to wear are meant to protect other people from us. Ferrer: ""There isn't a single person in the general public who needs an N-95 mask."" So get/make a homemade, non-medical cloth face covering, says Dr. Ferrer and @MayorOfLA  #coronavirus  #Covid_19",the masks we are being asked to wear are meant to protect other people from us ferrer there isn t a single person in the general public who needs an n mask so get make a homemade non medical cloth face covering says dr ferrer and mayorofla coronavirus covid
422,real,Hand-washing -- with soap and water -- is a far more powerful weapon against germs than many of us realize. https://t.co/21HfYfYgsr https://t.co/sKEtlVS1sW,hand washing with soap and water is a far more powerful weapon against germs than many of us realize
423,real,"North Korea insists it has no coronavirus cases, thanks to shutting borders, containment https://t.co/vw8VZMrzPr",north korea insists it has no coronavirus cases thanks to shutting borders containment
424,fake,#BrexitReality. \nBrexit ideology is denying doctors and nurses the equipment to treat the sick and dying and to protect themselves \n\nBoris Johnson urged to explain 'ideological' refusal of EU help buying coronavirus medical equipment .https://t.co/FhdP2FpiZO,brexitreality nbrexit ideology is denying doctors and nurses the equipment to treat the sick and dying and to protect themselves n nboris johnson urged to explain ideological refusal of eu help buying coronavirus medical equipment
425,real,"Why is the UK in such a mess over the supply of resources to the NHS?\n\nThe #coronavirus outbreak was declared a Public Health Emergency of International Concern on the 30th January.\n\nBoris Johnson turned up at a Cobra meeting, after having the weekend off, on the 2nd March.",why is the uk in such a mess over the supply of resources to the nhs n nthe coronavirus outbreak was declared a public health emergency of international concern on the th january n nboris johnson turned up at a cobra meeting after having the weekend off on the nd march
426,fake,"“In my blood, there may be answers”: Coronavirus survivors are donating blood plasma in a test to help treat seriously ill patients. Read and watch: https://t.co/Iu3I95al1A https://t.co/ih4p8hUWrs",in my blood there may be answers coronavirus survivors are donating blood plasma in a test to help treat seriously ill patients read and watch
427,real,The coronavirus test that might exempt you from social distancing—if you pass - via @techreview https://t.co/Q8kqZUdiZ1,the coronavirus test that might exempt you from social distancing if you pass via techreview
428,fake,"@Winnipegred @RoyPentland @ozhomeschool @Christi17363008 @GillesnFio @DrakeTwgdadrea1 @manifesto2000 @markp1950 @GlenneDrover @AreWeThatStupi1 @PhilMarsom @HVACPerformance @RedDragonFly19 @OfCalla @0Sundance @no2wind @markcojuangco @Michael_D_Crow @AlbertStienstra @JBW227 @johnsta04633925 @realSteve1234 @GeraldKutney @John2017abc @manlyvibemark @bazakel @MartinBrampton @BettyMatt1 @realJoeDick @Robin_Hagues @shesmegg82 @MedBennett @JesseLonnen @DougieG @Tony03382773 @japett @TQMKA @Leynad777 @Blackbody88 @GWLarsson @novakglobal @FoWLChi @pattena1 @SaferStone @acreage1 @powerglobalus @spock246 @zlj517 @WHO @SDG2030 I’m not convinced, but there is a  dearth of material on Coronavirus Bio Warfare.    \n\n‘Dr. Francis Boyle Creator Of BioWeapons Act Says Coronavirus Is Biological Warfare Weapon\nBy GreatGameIndia - February 3, 2020\n\nhttps://t.co/BRLxKZNzWT",winnipegred roypentland ozhomeschool christi gillesnfio draketwgdadrea manifesto markp glennedrover arewethatstupi philmarsom hvacperformance reddragonfly ofcalla sundance no wind markcojuangco michael d crow albertstienstra jbw johnsta realsteve geraldkutney john abc manlyvibemark bazakel martinbrampton bettymatt realjoedick robin hagues shesmegg medbennett jesselonnen dougieg tony japett tqmka leynad blackbody gwlarsson novakglobal fowlchi pattena saferstone acreage powerglobalus spock zlj who sdg i m not convinced but there is a dearth of material on coronavirus bio warfare n n dr francis boyle creator of bioweapons act says coronavirus is biological warfare weapon nby greatgameindia february n n
429,fake,A viral Facebook post about COVID-19 falsely claims that in New York “every contaminated corpse belongs to the state” and will be incinerated without any “wakes or memorial services to pay your last respects.” https://t.co/Qrn1cFjmH1,a viral facebook post about covid falsely claims that in new york every contaminated corpse belongs to the state and will be incinerated without any wakes or memorial services to pay your last respects
430,fake,Trump Pandemic Capitalism/3\n\nTrump Could Profit From Coronavirus Testing\n\nTrump..lists investments in V.F. Corp &amp;Thermo Fisher Scientific Corporation..reason to believe Trump stands to profit from medical testing of COVID..now taking place in the U.S.\n\nhttps://t.co/o6Tn8Mhj9a https://t.co/cqogOw4hL2,trump pandemic capitalism n ntrump could profit from coronavirus testing n ntrump lists investments in v f corp thermo fisher scientific corporation reason to believe trump stands to profit from medical testing of covid now taking place in the u s n n
431,real,"ICYMI: No, cinchona bark is not a cure for coronavirus... 👇 https://t.co/09sffHJtKz",icymi no cinchona bark is not a cure for coronavirus
432,fake,"Fact Check: Cattle vaccine not related to COVID 19, Misleading post getting viral https://t.co/nJb5vALoat via @newsvishvas @JagranNews #COVID2019india #CoronavirusFacts",fact check cattle vaccine not related to covid misleading post getting viral via newsvishvas jagrannews covid india coronavirusfacts
433,fake,Tiffany Pinckney had COVID-19 and recovered. She and other coronavirus survivors are donating blood so doctors can use it to treat the sick in an experimental test. \n\nRead and watch: https://t.co/Ya9PdNmEnI https://t.co/bOaXNOp3EV,tiffany pinckney had covid and recovered she and other coronavirus survivors are donating blood so doctors can use it to treat the sick in an experimental test n nread and watch
434,fake,All these people “Crab Legs Over Coronavirus” 🤦🏽‍♂️ https://t.co/Xldho7gTLr,all these people crab legs over coronavirus
435,fake,"In today’s novel coronavirus mythbuster, @StateHealthIN reminds Hoosiers to check their facts before believing alternative methods of prevention. Ingesting silver and gargling salt water or vinegar will not protect you from COVID-19. https://t.co/Epmlrg3x2W",in today s novel coronavirus mythbuster statehealthin reminds hoosiers to check their facts before believing alternative methods of prevention ingesting silver and gargling salt water or vinegar will not protect you from covid
436,real,Are you washing your hands -- the right way? https://t.co/3Ixpk7X0nu https://t.co/LhWgMfc7QG,are you washing your hands the right way
437,fake,"TRUMP on coronavirus:  ""They're doing tests on airlines -- very strong tests -- for getting on, getting off. They're doing tests on trains -- getting on, getting off.""\n\nFACT: There is no evidence plane and train passengers in the US are being tested for the coronavirus at all.",trump on coronavirus they re doing tests on airlines very strong tests for getting on getting off they re doing tests on trains getting on getting off n nfact there is no evidence plane and train passengers in the us are being tested for the coronavirus at all
438,real,Singapore is the model for how to handle the coronavirus (and the response in the US has essentially been the opposite).  https://t.co/ULRccd0FtR,singapore is the model for how to handle the coronavirus and the response in the us has essentially been the opposite
439,fake,I wrote this Jan 26: “More than 50 million people in 16 cities in China are effectively on lockdown... past models have shown that a pandemic caused by a Coronavirus could potentially kill as many as 65 million worldwide.”\n\nWhy did Trump waste #70Days?  https://t.co/MDosxTENMx,i wrote this jan more than million people in cities in china are effectively on lockdown past models have shown that a pandemic caused by a coronavirus could potentially kill as many as million worldwide n nwhy did trump waste days
440,fake,More transit workers in NYC have tested positive for Covid-19 than entire U.S. military right now https://t.co/b9MIq3qkag,more transit workers in nyc have tested positive for covid than entire u s military right now
441,fake,"Dr. Fauci Worked for the Clinton Foundation for over 20 Years, Now Seen as a Spy,\n\nhttps://t.co/yh9agw7vqv",dr fauci worked for the clinton foundation for over years now seen as a spy n n
442,real,Small Trial Finds Hydroxychloroquine Is Not Effective for Treating Coronavirus https://t.co/wW3FA7ttKS #COVID19 https://t.co/EM5McRyfG8,small trial finds hydroxychloroquine is not effective for treating coronavirus covid
443,real,How 3D printing could save lives in the coronavirus outbreak - MIT Technology Review https://t.co/3VScvjMPrM @IrmaRaste @eViRaHealth #COVID19 #Covid_19 #coronavirus #coronapocolypse #StayAtHome,how d printing could save lives in the coronavirus outbreak mit technology review irmaraste evirahealth covid covid coronavirus coronapocolypse stayathome
444,fake,"Some of the one thousand military members deployed to #NYC continue to file into @javitscenter that’s now the nation’s largest hospital. The 2,500 bed facility will now treat #Covid_19 patients this week. Gov. Cuomo says the peak of the pandemic could hit in days. @ABC7NY https://t.co/HryDjrBuPR",some of the one thousand military members deployed to nyc continue to file into javitscenter that s now the nation s largest hospital the bed facility will now treat covid patients this week gov cuomo says the peak of the pandemic could hit in days abc ny
445,real,Singapore is the model for how to handle the coronavirus (and the response in the US has essentially been the opposite).  https://t.co/ULRccd0FtR,singapore is the model for how to handle the coronavirus and the response in the us has essentially been the opposite
446,real,Small Trial Finds Hydroxychloroquine Is Not Effective for Treating Coronavirus https://t.co/PJX2fqXL9L via @snopes,small trial finds hydroxychloroquine is not effective for treating coronavirus via snopes
447,real,Singapore is the model for how to handle the coronavirus (and the response in the US has essentially been the opposite).  https://t.co/b73RKBWTmB,singapore is the model for how to handle the coronavirus and the response in the us has essentially been the opposite
448,fake,"BREAKING. Bill Gates has funded a new public service announcement, to be aired hourly on television, warning Americans about the dangers of those who violate COVID-19 curfew rules. https://t.co/ZHxSZQEbj7",breaking bill gates has funded a new public service announcement to be aired hourly on television warning americans about the dangers of those who violate covid curfew rules
449,real,Many people are unintentionally sharing misinformation about COVID-19 because they fail to stop and think sufficiently about whether the content is accurate. https://t.co/O7zEFQJWcm,many people are unintentionally sharing misinformation about covid because they fail to stop and think sufficiently about whether the content is accurate
450,real,"The following thread is going to be my experience battling Covid-19, my symptoms, getting tested And answering some of the most common questions I have been receiving.  #CoronaVirus #Covid19",the following thread is going to be my experience battling covid my symptoms getting tested and answering some of the most common questions i have been receiving coronavirus covid
451,fake,"Thanks to @Smatz88 of the @Mets, who is “donating $32K to NYC first responders &amp; hospitals fighting COVID-19 on the front lines.”\n\nFor years, Matz has been “honoring local firefighters, police officers &amp; military members” through his TRU32 charity.\n\nhttps://t.co/0HPoFC4RZ9",thanks to smatz of the mets who is donating k to nyc first responders hospitals fighting covid on the front lines n nfor years matz has been honoring local firefighters police officers military members through his tru charity n n
452,real,"Nobody actually knows for certain if you should be wearing a face mask or not. Like a lot of the things about COVID-19, the real question is not ""should I wear this?"", but ""how do we make decisions when we don't know the answer?""\n\nhttps://t.co/4rZdIw1ZqY",nobody actually knows for certain if you should be wearing a face mask or not like a lot of the things about covid the real question is not should i wear this but how do we make decisions when we don t know the answer n n
453,real,Singapore is the model for how to handle the coronavirus (and the response in the US has essentially been the opposite).  https://t.co/b73RKBFhY1,singapore is the model for how to handle the coronavirus and the response in the us has essentially been the opposite
454,real,"As dangerous as many COVID-19 rumors have been, this particular one was also laced with cruelty. https://t.co/ccghe91U57",as dangerous as many covid rumors have been this particular one was also laced with cruelty
455,real,"This is called ""coming down on the side of China""\n\nJan. 28 WHO says they are ""working side-by-side with China,"" praising the Communist regime's ""seriousness"" and ""transparency"" w/the Wuhan virus. Seriously.\n\nChina was silencing docs and destroying samples\n\nhttps://t.co/DS1XuNQh2S https://t.co/cvY9r3ZU9q",this is called coming down on the side of china n njan who says they are working side by side with china praising the communist regime s seriousness and transparency w the wuhan virus seriously n nchina was silencing docs and destroying samples n n
456,fake,An old video from Pakistan has been falsely shared as a Tablighi Jamaat member roaming naked in quarantine ward and causing destruction. #AltNewsFactCheck | @thisisjignesh \n\n [Warning: Gory visuals. Viewer discretion is advised.] \n\nhttps://t.co/riyAPwvb3b,an old video from pakistan has been falsely shared as a tablighi jamaat member roaming naked in quarantine ward and causing destruction altnewsfactcheck thisisjignesh n n warning gory visuals viewer discretion is advised n n
457,fake,An old video from Pakistan has been falsely shared as a Tablighi Jamaat member roaming naked in quarantine ward and causing destruction. #AltNewsFactCheck | @thisisjignesh \n\n [Warning: Gory visuals. Viewer discretion is advised.] \n\nhttps://t.co/jlu49Iktw2,an old video from pakistan has been falsely shared as a tablighi jamaat member roaming naked in quarantine ward and causing destruction altnewsfactcheck thisisjignesh n n warning gory visuals viewer discretion is advised n n
458,fake,An old video from Pakistan has been falsely shared as a Tablighi Jamaat member roaming naked in quarantine ward and causing destruction. #AltNewsFactCheck | @thisisjignesh \n\n [Warning: Gory visuals. Viewer discretion is advised.] \n\nhttps://t.co/yuLfyZXbjG,an old video from pakistan has been falsely shared as a tablighi jamaat member roaming naked in quarantine ward and causing destruction altnewsfactcheck thisisjignesh n n warning gory visuals viewer discretion is advised n n
459,fake,An old video from Pakistan has been falsely shared as a Tablighi Jamaat member roaming naked in quarantine ward and causing destruction.\n\n21/n\n\nhttps://t.co/Kq54k26s7B,an old video from pakistan has been falsely shared as a tablighi jamaat member roaming naked in quarantine ward and causing destruction n n n n n
460,fake,Campaign to malign Tablighi Jamaat continues unrelentlessly. Old video from Pakistan falsely shared as a Jamaat member roaming naked in quarantine. #AltNewsFactCheck | @thisisjignesh \n\n [Warning: Gory visuals. Viewer discretion is advised.] https://t.co/ScbLla0adZ,campaign to malign tablighi jamaat continues unrelentlessly old video from pakistan falsely shared as a jamaat member roaming naked in quarantine altnewsfactcheck thisisjignesh n n warning gory visuals viewer discretion is advised
461,fake,An old video from Pakistan has been falsely shared as a Tablighi Jamaat member roaming naked in quarantine ward and causing destruction. #AltNewsFactCheck | @thisisjignesh \n\n [Warning: Gory visuals. Viewer discretion is advised.] \n\nhttps://t.co/MPLWp8MQPV,an old video from pakistan has been falsely shared as a tablighi jamaat member roaming naked in quarantine ward and causing destruction altnewsfactcheck thisisjignesh n n warning gory visuals viewer discretion is advised n n
462,fake,Old video from Pakistan falsely viral as Tablighi Jamaat member roaming naked in isolation ward - Alt News https://t.co/oUQ36gUmLP,old video from pakistan falsely viral as tablighi jamaat member roaming naked in isolation ward alt news
463,fake,Old video from Pakistan falsely viral as Tablighi Jamaat member roaming naked in isolation ward https://t.co/iNw3CGquWj via @AltNews,old video from pakistan falsely viral as tablighi jamaat member roaming naked in isolation ward via altnews
464,fake,Old video from Pakistan falsely viral as Tablighi Jamaat member roaming naked in isolation ward\nhttps://t.co/MbhVPZSINx,old video from pakistan falsely viral as tablighi jamaat member roaming naked in isolation ward n
465,fake,"In early February, the Trump administration rejected the help of the World Health Organization, who had offered to send coronavirus testing kits to the United States. Now he is lying about the level of testing that is still unavailable. 2/ https://t.co/Kwl3ylMZRk",in early february the trump administration rejected the help of the world health organization who had offered to send coronavirus testing kits to the united states now he is lying about the level of testing that is still unavailable
466,fake,"@JainKiran6 Hello,@upcoprahul, @UPPViralCheck, This old ( 2019) video of a mentally challenged person from Pakistan is falsely shared as a Tablighi Jamaat member roaming naked in quarantine ward in Uttar Pradesh and causing destruction. Here is @AltNews fact check https://t.co/H69XEuKT0A",jainkiran hello upcoprahul uppviralcheck this old video of a mentally challenged person from pakistan is falsely shared as a tablighi jamaat member roaming naked in quarantine ward in uttar pradesh and causing destruction here is altnews fact check
467,fake,"Coronavirus Contains ""HIV Insertions"", Stoking Fears Over Artificially Created Bioweapon\n\nhttps://t.co/az0DPNEhQb",coronavirus contains hiv insertions stoking fears over artificially created bioweapon n n
468,fake,"A 48-year-old male died at IDH due to Coronavirus, reporting the 7th COVID-19 death in Sri Lanka.\n- Health Ministry",a year old male died at idh due to coronavirus reporting the th covid death in sri lanka n health ministry
469,real,"Here are the results from the first organized trials of drugs to treat the coronavirus. So far, there’s no cure. https://t.co/Mzd08VbZIY",here are the results from the first organized trials of drugs to treat the coronavirus so far there s no cure
470,fake,Has the key to curing coronavirus been staring us in the face for a century?\n\nCountries with mandatory tuberculosis vaccination have been found to have fewer COVID-19 deaths\n\nThe vaccine helps the high risk elderly population especially \n\n#OneVoice1  https://t.co/0g6CL2xNAQ,has the key to curing coronavirus been staring us in the face for a century n ncountries with mandatory tuberculosis vaccination have been found to have fewer covid deaths n nthe vaccine helps the high risk elderly population especially n n onevoice
471,real,"You're not going to want to miss this: tomorrow at 4pm ET I'm interviewing @Craig_A_Spencer, NYC ER doctor and Ebola survivor, about living and working on the frontlines of the covid-19 pandemic. And you'll be able to ask him questions. https://t.co/7scZGZLB9p",you re not going to want to miss this tomorrow at pm et i m interviewing craig a spencer nyc er doctor and ebola survivor about living and working on the frontlines of the covid pandemic and you ll be able to ask him questions
472,fake,"The Military is here!\n USAF clinicians arrive at Jacobi, a fed. initiative to help reinforce NYC Health+Hospitals staff battling COVID-19. More are expected. ""We train for this,"" says Col. Eric Thompson, ""we'll help the NYC community make a difference. We'll do it together."" https://t.co/ytWjnY7A1l",the military is here n usaf clinicians arrive at jacobi a fed initiative to help reinforce nyc health hospitals staff battling covid more are expected we train for this says col eric thompson we ll help the nyc community make a difference we ll do it together
473,real,"Here are the results from the first organized trials of drugs to treat the coronavirus. So far, there’s no cure. https://t.co/jLCZn3kajQ",here are the results from the first organized trials of drugs to treat the coronavirus so far there s no cure
474,real,Does Covid-19 really cause a loss of smell and taste? How does this pandemic end? How fast can coronavirus mutate? We answered these  questions and more about coronavirus.  https://t.co/7jUoIclwOn,does covid really cause a loss of smell and taste how does this pandemic end how fast can coronavirus mutate we answered these questions and more about coronavirus
475,real,"Scrutiny &amp; transparency matter when a reputation's at stake. So, here's the @snopes fact-check: Karen existed, her FB rant was unoriginal, &amp; cached links confirm family's COVID-19 cause of death claim before deletion. In short, it's not a ""hoax."" #StaySafe https://t.co/5Ulg7hf2pO",scrutiny transparency matter when a reputation s at stake so here s the snopes fact check karen existed her fb rant was unoriginal cached links confirm family s covid cause of death claim before deletion in short it s not a hoax staysafe
476,real,"Here are the results from the first organized trials of drugs to treat the coronavirus. So far, there’s no cure. https://t.co/jLCZn3kajQ",here are the results from the first organized trials of drugs to treat the coronavirus so far there s no cure
477,fake,TOP READS\n- Harvard professor arrested for manufacturing #COVID19? No\nhttps://t.co/thmLsMRcHL\n\n- Video shows Tablighi Jamaat member running naked in an isolation ward? No\nhttps://t.co/6syBjLcg9m\n\n- Video of boy washing apples in a sewer in Pakistan revived\nhttps://t.co/yQPoxiJgq2,top reads n harvard professor arrested for manufacturing covid no n n n video shows tablighi jamaat member running naked in an isolation ward no n n n video of boy washing apples in a sewer in pakistan revived n
478,real,How San Francisco plans to trace every coronavirus case and contact https://t.co/HYuqaXb2vy,how san francisco plans to trace every coronavirus case and contact
479,real,Does Covid-19 really cause a loss of smell and taste? How does this pandemic end? How fast can coronavirus mutate? We answered these  questions and more about coronavirus.  https://t.co/7jUoIclwOn,does covid really cause a loss of smell and taste how does this pandemic end how fast can coronavirus mutate we answered these questions and more about coronavirus
480,fake,"How are the toilet paper \nsupplies, in your area?\n\nThree most mentioned items\nNOT FOUND in local big box, \nand grocery stores:\n\n• Toilet Paper\n• Lysol Products\n• Rubbing Alcohol \n\nWhy?  It's been 3 weeks!\n\n#Coronavirus",how are the toilet paper nsupplies in your area n nthree most mentioned items nnot found in local big box nand grocery stores n n toilet paper n lysol products n rubbing alcohol n nwhy it s been weeks n n coronavirus
481,real,"Here are the results from the first organized trials of drugs to treat the coronavirus. So far, there’s no cure. https://t.co/dED31dWDXk",here are the results from the first organized trials of drugs to treat the coronavirus so far there s no cure
482,real,"In today's episode of Radio Corona, @glichfield speaks with @Craig_A_Spencer. They will be discussing what it’s like to treat patients with covid-19 in New York City, hospital preparedness, and pandemic response. https://t.co/nBxPPP77Ik",in today s episode of radio corona glichfield speaks with craig a spencer they will be discussing what it s like to treat patients with covid in new york city hospital preparedness and pandemic response
483,real,"Researchers sprayed the coronavirus on materials to see how long it remains infectious. It liked stainless steel and plastic the best and copper the least. So far, however, there is no definitive proof the virus is actually spread via inanimate objects. https://t.co/lyVwysxaUP",researchers sprayed the coronavirus on materials to see how long it remains infectious it liked stainless steel and plastic the best and copper the least so far however there is no definitive proof the virus is actually spread via inanimate objects
484,real,"3D printing companies are racing to fill critical needs during the coronavirus pandemic, but how big a role they play will depend on how quickly the outbreak escalates and how long it takes other manufacturers to scale up. https://t.co/akRpgRtvbC",d printing companies are racing to fill critical needs during the coronavirus pandemic but how big a role they play will depend on how quickly the outbreak escalates and how long it takes other manufacturers to scale up
485,real,"Researchers sprayed the coronavirus on materials to see how long it remains infectious. It liked stainless steel and plastic the best and copper the least. So far, however, there is no definitive proof the virus is actually spread via inanimate objects. https://t.co/snbL1lAhwn",researchers sprayed the coronavirus on materials to see how long it remains infectious it liked stainless steel and plastic the best and copper the least so far however there is no definitive proof the virus is actually spread via inanimate objects
486,real,How does the virus spread? Can it be in food? How is the coronavirus spread by infected people who have no symptoms? Why does Germany have a much lower fatality rate than the other EU countries? New questions answered.  https://t.co/xYLn8df8GE,how does the virus spread can it be in food how is the coronavirus spread by infected people who have no symptoms why does germany have a much lower fatality rate than the other eu countries new questions answered
487,real,"13 Mar 2020: WHO, @unfoundation and partners launch first-of-its-kind #COVID19 Solidarity Response Fund: https://t.co/WV9i5bp2LP\n\nhttps://t.co/ga1WSpfRiU",mar who unfoundation and partners launch first of its kind covid solidarity response fund n n
488,real,"It's Trump versus the experts: To hold an election during a pandemic, vote-by-mail is the option that will save lives. https://t.co/dIsWLFtxkC",it s trump versus the experts to hold an election during a pandemic vote by mail is the option that will save lives
489,fake,"Already? Can’t confirm if this is real, but it was immediately removed from the Internet.\n\n“Covid-19 vaccine kills 7 children in Senegal”\n\nhttps://t.co/aQJGffws1B https://t.co/fJtuNXUS1x",already can t confirm if this is real but it was immediately removed from the internet n n covid vaccine kills children in senegal n n
490,real,"3D printing companies are racing to fill critical needs during the coronavirus pandemic, but how big a role they play will depend on how quickly the outbreak escalates and how long it takes other manufacturers to scale up. https://t.co/KLB6uBdVI9",d printing companies are racing to fill critical needs during the coronavirus pandemic but how big a role they play will depend on how quickly the outbreak escalates and how long it takes other manufacturers to scale up
491,fake,Corona virus vaccine kills 7 children in Senegal......where's the report on this? Disgusting how they view African children as the testbed and guinea pigs for their junk\nhttps://t.co/0toxvjticm,corona virus vaccine kills children in senegal where s the report on this disgusting how they view african children as the testbed and guinea pigs for their junk n
492,real,Are people with type 1 diabetes more at risk for COVID-19? It depends on how well your blood sugar is controlled. https://t.co/DOd10WOhSz https://t.co/XhqlXW02EO,are people with type diabetes more at risk for covid it depends on how well your blood sugar is controlled
