text,label
'9,000 sunderland fans travel to old trafford, fair play! #truesupport',normal
'the good connections is beast thank u lord for good corrections (#syndicatelive #mlg live at mlg.tv)',normal
'it doesn t take a math wiz to figure out that subtracting the bullshit from your life can really add peace to it',normal
'i hate boys who think they can get any girl.',normal
'love a good darts practice #practicemakesperfect',normal
'i wish i had a car, i need me some olive garden!!! 😔',normal
'10000 people are retiring everyday for the next 19 years! how will we afford this? how can we not afford to invest in an educated workforce?',normal
'the only time i m a pain in the ass and a bitch is when you piss me off. i told you to never piss me off. i turn into a little gremlin!',normal
'pro tip: when you close on a house.. make sure to get a fucking closing package, dummy.',normal
'and you may not think that i care for you, when you know down inside that i really do and it s me you need to show how deep is your love..',normal
'celebrity skin // hole',normal
'toto ma fumer today hein',normal
'do i really wanna go to school tomorrow? hmmm probably not lol',normal
'i hate change 😣',normal
'he dusty as shit. no place of his own, no car, no career just a part time job, no education beyond hs. . . wtf i want him for? #girlbye',normal
'omg if this girl does my makeup for my birthday',normal
'i ll fuck you till you love me .',normal
'if she crazy i love her; you niggas just dont understand her ;)',normal
'teen mom 2! #guiltypleasure',normal
'well, it s a good deal that everyone is busy tonight and can t go to the game..because this girl is working late. #yayyy',normal
'i always get what i want.',normal
'..i thought it was so real, while everyone around me was just drinkin &amp; smoking like everything was calm.',normal
'you should worry about your character, not your reputation  cause your character is who you are, your reputation is who people think you ar…',normal
'u do wrong , wrong follows !',normal
'silas from weeds looks so goood, white boys are cute',normal
'daniel thomas running as well and is on a major drift! #worthaneachwayer',normal
'a picture is enough! deuce!',normal
'so i ll be watching horror movies &amp; eating pizza 😊',normal
'family &amp; brothers..they know who they are..',normal
'i love doing stupid things with my friends. best memories ever.',normal
'i hate to bust your little bubble and all but you . are . not . shit .',normal
'that last tweet was slick tight but threw hella shade . 😎 . i should delete it .',normal
'bitter people get on my nerves',normal
'the lord is good , when trouble comes, he is the place to go! and he know everyone who trusts in him! nahum 1:7',normal
'i really wish this snow day would ve happened tomorrow....😔 #ruinedmyday',normal
'really wish i was at the #marchforlife today',normal
'believing in yourself is vital.. everybody else may believe in you but it is only you that can allow yourself to break the limits !',normal
'at kims starving ....',normal
'andrej and tea are fucking angels sent from heaven',normal
'beauty isn t about having a pretty face. it s about having a pretty mind, a pretty heart, and a pretty soul.',normal
'oh yessss .. my coworker treating me to lunch 👌',normal
'damn.... to do the 10k or not. it s 105 bucks.',normal
'smoke good weed with a bad bitch.',normal
' rt::  when girls be like   you mad? haha at a fuck and chuck? nahhhh. ',normal
'definition of britain: people drinking mugs of tea at the bus stop #cornwall a flask is too technical',normal
'i ve never hated someone as much as you honestly 😂😂',normal
'veggies done back on the duck. i an eating these guys out of a profit. must stop!',normal
'if we gave father time adderall would time go by faster?',normal
'wanna take a nap so bad ! but i have to leave for my next class in 20 mins 😞',normal
'it s funny cos i never can remember what i wrote and i don t remember making it so ha ha. it s supposed to be dark. oh well.',normal
'so bored in this class!',normal
'74\% of time on the internet is spent without intent, simply to discover and be informed. #contentroadmap',normal
'you can tell the difference between seniors and other classes. for example seniors wear sweat pants and look like they havent slept for days',normal
'being with someone, that won t give up on you &gt;&gt;&gt;',normal
'they can discourage you, distract you, and even damage you. what they can t do is decide god s destiny concerning you.',normal
'my bus smells so bad 😷',normal
'❒ single. ❒ taken. ✔ who gives a shit, i’m awesome.',normal
'erased so much negativity from my life and it feels great 👌',normal
'i play my enemies like a game of chess',normal
'mosquitoes are the devil *swat*',normal
'get jazzy on me 🎶',normal
'sanjay dutt is jailed, sanjay dutt is jailed. 99\% and your download is failed.',normal
'i will tell you what i do. i will sift through the other reputable information out there that seems like it has a pretty good chance',normal
'we met with a goodbye kiss...',normal
'well pissed off, just about to sneeze and i lost it.',normal
'you wanna know something sexy? my feet are two different sizes.',normal
'who shall be my #wcw today lol',normal
'honestly i just feel........ lost',normal
'you, it s you, it s all for you 🎧',normal
'after seeing rohit sharma bat in nzyou realize that there is some truth behind the saying that apne ghar mein toh kutta bhi sher hota hai',normal
'i m so hungry i cant breath!!',normal
' anyone got a spare orange wednesday i can   borrow  ? ',normal
'pray for bella lol',normal
'hey tom, can we play together sometime on mc? i got some games servers that d be cool. (#syndicatelive #mlg live at mlg.tv)',normal
'2 more classes .',normal
'instead of studying i m writing poetry that i ll probably end up ripping to pieces anyways #pointless',normal
'algebra: lesson 50 odds science: who s fault due friday &amp; edmodo post math: lesson 57 &amp; revise flick$',normal
'she rollin  weed but she don t even smoke.',normal
'a thought dermot o leary only existed between the months of september and december',normal
'been a pretty lazy day so far..',normal
'too excited for my future 📺',normal
'better yet what i got planned for 2014 !!!!',normal
'boarding now... stupid cancellation of flights.',normal
'life yes, abortion no! #marchforlife #praytoendabortion',normal
'“everyone wants happiness, no one wants pain, but you can t have the rainbow, without a little rain',normal
'roads are slippery but passable, tricky though when an idiots cycling down the road',normal
'i hate being ignored by someone i pay the most attention to.',normal
'laying red rock in a driveway getting buff :d lmao',normal
'ordering my aggie ring! been waiting for this for years.',normal
'i can count on one hand how many people i truly trust.',normal
'oh man lol 😐',normal
'trials and tribulations of working from home: no one is around to remind you that the almond milk is 2 months past its use by date',normal
'   like diamonds in the sky   ',normal
'#nasa_pss #psdranda [ssw problem that it does not fund data analysis] that needs to be softened and reworked.',normal
'i m not okay and i feel like i need you now.',normal
'never thought i d say this but... come on utd',normal
'my gosh i been eatin everything.',normal
'green team runs this',normal
'having dark brown hair lasted 5 days. hi dark blonde!',normal
' *person is typing* *person is typing* *person is typing* *person is typing* *person is typing* *person is typing* person says:   hi.   ',normal
'broken radiator? want to save on electricity bills this winter and keep warm all day, every day? we have a simple solution! buy a dog. 👍',normal
'had the lushest pizza, was beautiful... never thought i d compliment tesco s',normal
'quit trying to be awesome later.',normal
'what these bitches want from a nigga?!😒',normal
'no but seriously, i need a partner for guy/girl. any brave souls?!! 😣🙏',normal
'it s basically official: i return to abq on feb. 16th, just so y all know.',normal
'so i might transfer to asu for next fall semester...',normal
'i declare holiday #absent',normal
'i regret meeting all of you.',normal
'i love me enough for the both of us...',normal
'no. we can t lose jj.',normal
'anyone want to dm',normal
'lee has forgotten he s not aloud to speak or move 😂😂😂',normal
'why s he talking. bang goes the rules. 😂😂😭😭',normal
'looool look at jim #cbb',normal
'i swear im like one of the best goalies ever',normal
'another person to comment on my nose being so red srry i can t help it gosh 😕',normal
'missed the first part, why ain t anyone talking?',normal
'he denied her big time',normal
'this old guy at the gym legit fell asleep next 2 me while he was working out &amp; i thought he was dead so i woke him up haha wtf just happened',normal
'lee needs to fix up #cbb',normal
'update : ft : chesea 1-0 stoke city goal by : oscar',normal
'   not scared of heights, just scared of falling   ',normal
'big brother is so fucking funny',normal
'one of my favorite things is coming home and changing into comfy clothes.',normal
'wriggle out of this one, lee #cbb',normal
' manu trying lure players during this transfer window...   come play for us. we might not be in the champions league next season. come!   ',normal
'it s goin b real cute 💅',normal
'category of not doing it right! smoking sucking in and blowing out instantly....not doing it right!',normal
'rangers win! #nyr #devilssuck #martyyyyyyyyyyyyy',normal
'if i ever wed, it shall be in the willis tower. #badass',normal
'concerned i ve eaten my own body weight in dark chocolate digestive biscuits today.',normal
'48 more followers till shoutout and follow... read my second to last tweet',normal
'na casey is getting friendzoned in front of the whole uk it s all mad',normal
'don t think i could have eaten anymore today if i d tried 🐷🐋',normal
'what am i gunna wear tomorrow 😩',normal
'if i was a princess i would end all my messages and tweets with the 👑',normal
'shoveling your driveway really is a good workout! ❄️💪',normal
'my problem is i can t stay mad. i always end up forgiving people, even when they don t deserve it.',normal
'awareness is the greatest agent for change. - eckhart tolle',normal
'why is lee trying to justify himself like hes not some sort of dickhead',normal
'the new dog is coming today',normal
'peekin im peekin wake up with me dis weekend',normal
'i really don t like your snapchats so',normal
'jim was on his pree!! 😂😂😂',normal
'you gotta love the amazing spider-man... so much for productive preparation for classes...',normal
'thanks to all the concerns and prayers.. my father is doing really well now.. and on his way home from the hospital.. shit almost got real!',normal
'hello, world! still trying, still sliding, yet still smiling....',normal
' like the ceiling can t hold us ',normal
'never again will i chill with narc at any sort of party',normal
'pahahah casey looks like she s gonna bubble',normal
'it s so funny to see someone not like me so much, and i ve never spoken a word to them and vice versa. you just know what you ve been told.',normal
'pink wig thick ass, give em whiplashh',normal
'really thought #illini would be more competitive in the big ten.',normal
'jim lurking from the toilet 😂😂😂 #cbb',normal
'crll to boba ..',normal
'suddenly got a massive craving for a capri-sun',normal
'tired, finna take a nap tho',normal
'fuck i feel so bad for casey right now',normal
'i want to run away with you 💙',normal
'it s just something about #sunday i love me some deep dark #dub #dubstep for those looking, #czech out the solitude mixes on #soundcloud',normal
'it made me the strongest',normal
'i refuse to ask people for money though🙅',normal
'fear is what stops you... courage is what keeps you going.',normal
'ride off kurta to ride on murta.',normal
'this is bare awks',normal
'welp... here we go again... watching the godfather on amc while the blu-ray lives right under the tv.',normal
'i just want to meet that boy in my dream.',normal
'shit is gmt 😡',normal
'broncos just arrived in ny! #gobroncos #sb48 #',normal
'ready to get off',normal
'so thankful the physics midterm was canceled',normal
'i haven t seen frozen yet',normal
'listening to lana is not really helping at the moment',normal
'the final horn sounds as #njdevils fall to the rangers in the 2014 coors light #stadiumseries at yankee stadium, 7-3.',normal
'this is brilliant #cbb',normal
'lee is the most clueless prick ever',normal
'this show is so fake',normal
'just signed the petition to deport justin beiber! x) fuckin little canadian queer can eat shit nd die.',normal
'pops said i noticed yu a good friend nd yu hella loyal but erbody ain t like yu nd now i see wat he talm bought mfs ain t real',normal
'hey whata ya know, bryans retarded sucking fish that swims backwards also eats rocks',normal
'falling back like shit...',normal
'more bad weather forecast. xx',normal
'omg cnt wait to be in my cousins wedding... its in 150 dayyss!!!!!',normal
'no more pictures for a good 2 weeks😭',normal
'fake tears ✋ get out #cbb',normal
'having a bulky, strong boyfriend &gt;&gt;&gt;&gt;&gt;&gt;&gt;',normal
'so if anyone was wondering like what to get me for valentines day you can get me sour patch gum..',normal
'can t wait for my first maga poo',normal
'a greased scalp can make the head feel so different.',normal
'you cant test my styley 🚀',normal
'i hoped out the porsche like i didn t have no choice',normal
'i love the feeling of not wearing any makeup',normal
'but i don t ? i don t go around sucking dick like half these girls do ? i got a boyfriend who i been with for a year ?',normal
'what a way mi cute mi nah brag n boast just a talk di truth',normal
'tex scores to make it 7-0!!!!!',normal
'sexual healing on in hear vibing 😂',normal
'high score seven in floppy bird',normal
'so tell me how does it feel, how does it feel to be like you? i think your mouth should be quiet cause it never tells the truth',normal
'i want to go buy dresses &amp; heels .',normal
'what s flappy bird 😬',normal
'lee ryan would absolutely clean up in the raz',normal
'today would of been a good day to go to l.a. #grammys #night',normal
'umm well not really.',normal
'got hacked so many times. fuuuck.',normal
'   down here at the pawn shop...   ',normal
'omg!!!! this is so bad... i really feel for casey right now #cbb',normal
'braaap!!!!!! jasmines got hadouken and lee s getting boooooooooyd. 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😢😢😂😂lee your excuses are poor. i m dead #cbb',normal
'i ain t the police so i ain t cuffin her',normal
'i can t stand tracy man',normal
'jim s gonna be on top of them in a sec😹',normal
'watching big brother and when ollie s mum sister and dog came in he was crying so hard and i just 😭😭😭',normal
'indiana much better flow offensively in the second half.',normal
'you re cute when you re jealous.',normal
'i know what hookah is!',normal
'this girl has booty for dayss',normal
'jasmine actually likes lee?! wtf why',normal
'lee you fucking bender',normal
'i can t stop thinking about it now 😳',normal
'stress times for lee lool',normal
'one day, i ll make you mine.',normal
'oh i know. i m losing followers because of my obscene tweeting. riiight. like expressing my views is wrong. we re on twitter for john s sake',normal
'this weather is so nice! i cant believe its gonna drop 40 degrees by tomorrow',normal
'i want to start a university that doesn t have tuition',normal
'i did it yes yay but i had to use my hands &amp; move it. the strength in my legs rn is basicaly -743618573818587648',normal
'i m so bored 😒',normal
'unfold me, i am small &amp; needy, warm me up &amp; breathe meeeee 👫',normal
'cheating is played out, grow the fuck up. if you wanna fuck around, just be single.',normal
'its so sad that joan rivers and jennifer lawrence are fighting #mygirls',normal
'word up live is better than the studio version',normal
'that  we re just friends  line will earn a boxxx',normal
'type main is she? like i coulda been talking to her lastnight',normal
'but meek mill is hardky meek though. just saying',normal
'birthdays are a lot like hot baths. too many and you get wrinkly.....',normal
'me, myself, and i. that s all i got in the end.',normal
'jasmine s a bad bitch',normal
'finally ordered my fancy dress outfit!! #stressover',normal
'i want some gfuel',normal
'lees ruined it 😒',normal
'it teaches you like so much',normal
'plz don t try to mac with me while i m with my mother..',normal
'why the fuck is she cryin over him... shes beautiful hes a little dweeb!!!',normal
'this flappy bird nigga is accelerating wayyy faster than 9.81 m/s^2',normal
'jk i don t do weed',normal
'thank god!the grace of god keeps me going',normal
'cannot stop laughing #cbb jasminnnnnne',normal
'harsh on lee this.... #cbb',normal
'that veronica vaughn is one fine piece of aceeee',normal
'cant make up my mind if i want to go back to bed or nahhh',normal
'i be thinking i m a thug sometimes 😩😭',normal
'jasmine should just move on #cbb casey too',normal
'i ll be the one you won t forget 😜',normal
'i can bake a pizza in an oven and make mac and cheese #wifeymaterial?',normal
'packed my bag for school 👑',normal
'ohhh cause you deserve the best and nothing but the best so i ll give you the best you ve ever had',normal
'lol i don t fuck wit u🙅😂😂',normal
'think i ve broke my big toe holding fort with samuel and his nursery buddies at the wacky ! the big kids got a shock when i stepped in lol',normal
'lmaoo jim couldn t help but to check #cbb',normal
'last night, i wished i could punch people through snapchat.👊',normal
'i need to study but i m sleepy 😫',normal
'does lee know he s being filmed 24hrs #cbb',normal
'wtf why is andy being so nice? did he get laid???',normal
'i am so done with people,it s time to be a unicorn',normal
'pa jose will always be my best friend.',normal
'she def getting ready to buff sum wood in this emoji 💆 lmfao',normal
'sick of bitches bitching about other bitches being bitches.',normal
'all of the different alarm sounds on iphone are so hard to listen to',normal
'seriously i end up writing so much more creative ideas on guitar when i m hungover. it s really weird. my playing actually gets better?',normal
'i always forget that zayn s engaged',normal
'afc champion broncos have arrived at newark airport in new jersey for super bowl xlviii',normal
'that s was some of the worst back tracking i ve ever seen #cbb',normal
'ngl this big brother is the best yet 😂😂',normal
'ed sheerans cat stan looks identical to my kitty cheech, #longlostkittybros',normal
'i hate boys! : (',normal
'i will never compete for a spot in someone s life , you can miss me with that ...',normal
'within the next 2 weeks i hope karma bites a couple people in the ass !',normal
'manny pacquiao &amp; timothy bradley will fight april 12 vegas #pacman go get dat belt bk',normal
'lightskin , curly hair , with grey eyes . #yasss',normal
'perfection is a desease of the nation pretty hurts 🎧',normal
'i haven t seen starbucks around anymore ever since coffee bean opened up around north😂',normal
'dey don t know wat hit them',normal
'lol my mom said she s gonna open a twitter',normal
'off for a run.',normal
'this game has been a great advert for hockey. #rangers 7 - 3 #devils #nhl #stadiumseries',normal
'cant fuckking wait to chill with all my boys this summer',normal
'jasmine is such a good actress',normal
'my mom showed me my baby pictures and started laughing and said i was ugly -_-',normal
'too much beef being created , not enough mula💵💰💸 being made . im just being honest !.',normal
'this is such a good task haha #cbb',normal
'no one understands my love for fries and gravy from dicks',normal
' it s funny, the fakest friends claim to be the   best   of friends. ',normal
'she looks innocent but she has a evil soul',normal
'i guess its whatever',normal
'hoping everyone stays home &amp; watches the #grammys instead of going out to eat at my job so i can go home early and watch them too. #hope',normal
'erased your number, but it ain t help since i know it by heart.',normal
'really hope vampire weekend wins tonight',normal
'i hope karma ensures that every person who leaves their laundry in the public drier for 20 extra minutes is left with a total shit life.',normal
'less huggin mo  hustlin.',normal
'sam and ollie didn t talk to their bloody mums for the task then lee the idiot dives in for jasmine fgs urgh idiot',normal
'this man sitting on the balcony with binoculars watching people',normal
'people got confronted and friendzoned within 2minutes😂 #mad',normal
'it s been a great weekend 💕☺',normal
'lee should have just took the loss ber domestics',normal
'i just wanna game',normal
'fuck! that s so harsh #cbb',normal
'man said fuck the task i want jasmine lool 😂😂😂',normal
'my eyes are getting heavy',normal
'the #broncos have landed in new york. in about a week, they will return to denver as heroes, super bowl champions. #sb48',normal
'feel well sorry for casey',normal
'let the refining &amp; improving of your own life consume you so you have little time to criticize others',normal
'#follow #me #i #followback #now :)',normal
'😔 lee just stop talking',normal
'because i m happy clap along if you know what happiness is to you because i m happy clap along if you feel like that s what you wanna do',normal
'sams drying to laugh #cbb',normal
'loooooool sam trying not to bust up 😂😂',normal
'i had put his pictures in my closet and i got i heart you with a ballon and when i open my closet i see him. i love him so much!!!!!!',normal
'i won t give up // jason mraz makes me want to cry',normal
'i want a puppy treat',normal
'ah jasmine just get ya tits out',normal
'i am so sorry if youre following me i have literally nothing interesting to say',normal
'anyone know who scored the touchdown for the rangers?',normal
'i get annoyed easy..',normal
'now tam phone going to vm 😑 typical.',normal
'i want a michael kors bag so much.',normal
'ready for next friday',normal
'can not believe im actually watching this love triangle 😂😳🙈 #cbb',normal
'i m still watching the probowl tonight idgaf what you say bout it. it is still kinda sorta football. plus it is some of the best players',normal
'i lived for you and me',normal
'blueshirts united for ever',normal
'sanchez on fire these days… great goal',normal
'the high and mighty brigade may want to look away, cbb is brilliant tv #cbb',normal
'the holy hymen 😂',normal
'saved the nose piercing yay',normal
'jim😂 slyly moving into the room hahaha😂😎',normal
'what s there to do',normal
'miss adu s kitchen is now closed. next one will be a valentine s special. watch this space...',normal
'wrong nigga to be playin wit',normal
'puppy treat. that s a new one. #cbb',normal
'bring out dat syndra burgerking. do it',normal
'loool jim came out the bathroom to watch',normal
'mannn who tryna chill',normal
'the walking dead makes me so mad because it s like goddamn cut them some slack they ve been through enough',normal
'there s no going back',normal
'no school tomorrow woohoo',normal
'can listen to the beyoncé cd all day erryday.',normal
'how sweet. hmrc website still tells you how long it takes to download a pdf of your tax return using a 28.8k or a 56.6k dial-up.',normal
'floating through the streets like aladdin.',normal
' &amp; niggas be like   what s the move?   ',normal
'lee ryan is probably the worlds biggest wet blanket and should probably be put down',normal
'this movie just turned into pirates vs ninjas #thepirates #perfectmovie',normal
'the stupid smile you have everytime the person you like sends you a text message.',normal
'lee you are a fucking wanker how can you leave casey to take that shit and not back her up. #cbb',normal
'if it wasn t for joe helping me with this vocab id be lost #luhhhdatboi',normal
'lee is a complete prick!',normal
'shumperts rep for d is just silly now. #knicks',normal
'mans is not about that life',normal
'all lee does is lie man the prick',normal
'   puppy treat   - blowjob omg hahahah😂😂 #cbb ',normal
'america needs mandatory nationwide contraception.',normal
'my legs have never been so sore',normal
'how could anyone like lee he is a fat snake',normal
'rasss that bird is a psycho in big brother',normal
'&amp; i gotta headache',normal
'toot it &amp; boot it (8) - esha',normal
'she is so so sexy, can t deny that',normal
'cum here gyal don t tek dnt mek me beg mi give u cocky till u haffi walk bowleg! loool',normal
'they ve fucked this task up baaaaaaaaaad, everyones fucking moved',normal
'this is tv gold',normal
'aw that was cute how she kissed casey as well',normal
'our baby boy shares his birthday with his nana xxx 🎁💙😍#specialday',normal
'   true #freedom is when you have absolutely no concern about what others think about you.   ',normal
'i m so in love with zayn',normal
'start tweeting about rain ready ??? goo !!',normal
'   may i kill you please?      oh sure whenever you want   ',normal
'everything s black..and white.. no grey.',normal
'bacon egg tomatoes beans sausage with bread and butter washed down with english tea aahhhhh works wonders x',normal
'everything is going to be alright, maybe not today, but eventually.',normal
'ughhhhhh noooo i want spring and summer already!',normal
'lmao knicks fans are so negative.',normal
'my dad told me if i know where justin s, when i have holidays, we ll go and search him there b)',normal
'{twerkforrauhl_} i love your username &amp;!your header is soo cool. better in time//leona lewis',normal
'i m sad ion like being sad lol',normal
'loooooool jasmine hotted up the tingggggggg hahshahahshahsh',normal
'oh ikea you so crazy! ladies yelln  at each other and too many allen wrenches. just add a dj and this is my personal hell',normal
'that had to be one of the best games i ve seen in a while',normal
'this down low pro shot gotta be up to par gutta bitch better not get me caught',normal
'casey is ready to slump lee now',normal
'12 hours of bjj &amp; no gi grappling over the next 4 days 👌',normal
'called my daughter in chicago it is going to be -16 degrees there tomorrow guess we should not be complaining. stay warm and helpful',normal
'if there was a blizzard, bg would still not cancel class 😩',normal
'love will remember ~8',normal
'i just want to talk to you like how we used to. when you used to make me feel like the happiest and most special person on this planet',normal
'is anyone else like weirdly attracted to dappy? 😳',normal
'gn love my girl',normal
'i hate how oomf is always playin with ppl head. #shitaintcool',normal
'faith freeman is my girlfriend!',normal
'the way some of yall talk and always turning up, you ll think yall don t even have kids....',normal
'a challenge only becomes an obstacle when you bow to it.',normal
'bout to fucking flip out',normal
'the obligatory stop at pukeko junction. family roadtrip tradition. ☕️👍 #happyholiday',normal
'teams shaking hands after it looked like they were unsure if they should.',normal
'what a beautiful win!!!! #nyr',normal
'the fact that my boyfriend lol d at the #thatawkwardmoment trailer makes me happy #lol #soundsgay #zattacker',normal
'home is where the heart is 💚',normal
'fucking devils. :(. shitty team play. we should of won this game. rangers still suck! still living off the 94 glory',normal
'narrrrr she came back for the reload and kissed him.',normal
'who wanna do group rates with me ? im boredd.',normal
'those are the fireworks, you can tell its a jersey home game...my neighbour has better!',normal
'lee s fucked things up #cbb',normal
'not long until italy. it ll be our salvation, i m convinced.',normal
'zayn was made by god himself',normal
'i bet benedict cumberbatch is a right slag in bed!',normal
'some people never fail to shock me',normal
'classic shit already!!!!!!! #uwhighstakes #highstakes',normal
'do not dwell in the past, do not dream of the future, concentrate on the present moment. #quote by buddha',normal
'does anyone want a shoutout to my 296 followers and you are 1 of them lok',normal
'joanna be breaking hearts i swear . 😪💔',normal
'what happens when you find out you re kissing the wrong guy?!? 😳',normal
'good night love you guys &lt;3',normal
'the only reason i m working today is bc i wana go to hawaii. and no money=no hawaii',normal
'this i conceive to be the chemical function of humor: to change the character of our thought. lin yutang',normal
'and this is my goodbye so blow out the candle the bottle is dry and these pages learn to think you re not even worth my black ink revenge',normal
'omg hes not dead!!!',normal
'okay, the starbright summary is . . . almost . . . done.',normal
'need me a lil baby tht foreign 🙌',normal
'how embarrassing would that be 😂😂',normal
'fav=i think she like me😍😍',normal
'i wanna go to el mercadito today.',normal
'nobody knows about us, its such a rush babe',normal
'that bbq got the spot',normal
'never enough time 😔',normal
'i hate these wendy s commercials',normal
'4:30 needs to hurry 😫',normal
'i m tired man !',normal
' natalie is singing this   frozen   song to me.. and she knows every word ',normal
'cannot wait for friday 11:42',normal
'just saw two squirrels run into someone s house',normal
'i should ve sat in the backseat &amp; had him drive me around like driving miss daisy',normal
'found out i m going to scotland on the 14 of feb can t wait :)',normal
'so many cute dresses , so little money',normal
'baby is so much better than babe',normal
'shit gone get better my nigga just hold onnn 🙌',normal
'group messaging was the worst thing man coulda ever invented 😂😂😂 forreal tho man',normal
'i really want a cupcake ',normal
'it amazes me that this girl is still asleep 😳',normal
'clear eyes, full hearts, can t lose',normal
'i don t even know how it was possible for me to trap my hand in the till today at work #stupid #ouch',normal
'let s not forget my phone is about to die',normal
'lee is on the ropes of all ropes!!!',normal
'#22 you a dummy',normal
'how do you confuse a blonde? send her into a round room and tell her to find a corner, how does a blonde confuse you ? she finds a corner!',normal
'house to my ourself at 5 , sheesh somebody fwm ! &amp; lil e ..',normal
' why i was annoyed with mizzou s   we didn t know enough to report   letters: you know enough now to write; stop writing and go report. ',normal
'   tell me i m pretty     you re pretty     thank you   ',normal
'oh my... tl tho',normal
'my dad is letting me drive his truck on this beautiful day😍🍃🌞 #lifeisgoooood',normal
'i need a new phone because this whole only working on speaker thing is a pain in the ass around adults because all my friends do is cuss',normal
'casey don t follow him! have some fucking pride!!',normal
'stuck in bed and cant walk. while everyone goes out again',normal
'i rarely want chipotle. but omfg sounds so good rn.',normal
'the funniest thing about the lee and jasmine row was jim edging his way out of the bedroom to be nosy lol #cbb',normal
'i just want some fruit mann 🍓🍌🍇😋',normal
'last day of work before cny',normal
'   sweep the leg, randy   ',normal
'#grammyfortheweeknd abel fuckin deserves it😭💕💕🎈',normal
'jasmine gave that judas kiss',normal
'now watch the fireworks #cbb',normal
'haha jim s so confused #cbb',normal
'come off twitter at this time of night cos every tweet is about big brother',normal
'been watching re-runs of last of summer wine,old hat, but doesn t the programme give excellent views of the fantastic yorkshire countryside',normal
'jim 😂😂😂😂 how funny',normal
'my life is made of netflix, music, and arizona tea.',normal
'jasmine is a 10/10 actor i can t lie, those were tears of money',normal
'how dare she kiss him?',normal
'i respect jasmine for that. she handled that with real life composure',normal
'ipod charger broke why why why',normal
'watching south beach towing !!!',normal
'great word from bro. woodward this am at the life church. again tonight at 6... let s tip it in the right direction. #thetippingpoint',normal
'i don t remember walking remember walking in the club lass night',normal
'i want some stella',normal
'wow my phone just dropped from 20\% to 6\% in literally 2 seconds',normal
'i think we found a house! on the intercostal of all places!',normal
'   do not judge me by what you ve seen in me. remember, what you ve seen in me is only what i ve chosen to show you.   ',normal
'i need black haired tao back in my life',normal
' hahahahaha   anything good?   man like jim ',normal
'anyway i said shit because i still haven t even got my leds for engineering ha',normal
'melo can get any shot he want against kelly #mismatch',normal
'not spring yet but many robins flying around gulf breeze on sunday afternoon. hope they know something the weather folks don t. #pnjnews',normal
'let s see if reading about pan-asianism is more or less aggravating than reading about fascism. #gradschoolproblems',normal
'i don t wish that on my enemy lool that s not serious',normal
'i eat so much chicken 🙊',normal
' jim   anything good   loool ',normal
'let me be the first to tweet that there won t be school tomorrow🎊',normal
' #randpaul condemns clinton, praises windows 95, batman forever and newfangled   dvd   technology. ',normal
'a year ago i would have never guessed my life would be the way it is today.',normal
'jim is a joker',normal
'google: you guys fucked up. your homepage should be an homage to angela davis today. happy bday ms. davis! #goat',normal
'god forgive me i been hurt by a couple niggas, that s why i wake up say my prayers and be like fuck a nigga.',normal
'-if i ain t a g, imma og.',normal
'seriously get so excited talking about what i we are gonna do this summer😍👏☀🌊',normal
'you deserve to be with someone who makes you happy. someone who doesn t complicate your life. someone who won t hurt you.',normal
'i just sent a snapchat to the wrong person uh oh sorry',normal
'autocorrect is out to get me i swear',normal
'so rich, so pretty, the best piece of ass in this whole damn city',normal
'treating ______ to #silvestres',normal
'put it in the books as rangers whoop devils 7-3.#nyr #devils #stadiumseries',normal
'i made two tubes on flappy bird.',normal
'and i’m finally home!',normal
'they say we have freedom of speech yet you can be put in prison for speaking the truth ?',normal
'lee is a little bitch the way is arsehole dropped when he heard her voice',normal
'or is that only in fairy tales ? 😕',normal
'shake what ya moma gave ya!',normal
'thanks everybody for an awesome global game jam! #ggjnl #ggj14 expect to see pictures, videos and a handy list of all games soon!',normal
'jim davidson creases me! haha',normal
'dad put keeping up on during the break in hawaii five o and i near had a panic attack at what s going on in it lol',normal
'i m wondering cuz me and my friend are disagreeing so plz give your opinion',normal
'if my intramural team can t beat a sorry maryland team without me i don t know what i can do lol',normal
'rangers get a touchdown in a baseball stadium!!!! rangers vs devils 7-3 final',normal
'lool jasmine just came in to claim what s hers 😩',normal
'xbox losing connection to internet all the fucking time. what s the script bt?',normal
'jim needs to win',normal
'i m hungry af someone feed my fat ass :/',normal
'momma said i m a pretty gurl 👸',normal
'oh that was fucking awkwardd',normal
'&amp;everything .. except twitter of course . lmao .',normal
'only know you ve been high when you re feeling low',normal
'ok back to sleep',normal
'we re just strangers with a bunch of memories.',normal
'i have learned about so many fully vegan + some cruelty free partially vegan cosmetic brands and i m excited!',normal
'back to normal... deborah.. sorry i m skint so i m out #dragonsden',normal
'my dog is so weird ...',normal
'finally got a selfie after taking 30 pics',normal
'friend: let me copy your homework me: we had homework???',normal
'i hate when niggas throw up gangs signs when listening to club music. you look dumb',normal
'life goes faster than you think, don t blink 🎶🎶',normal
'totes awks on cbb',normal
'i bet jss is on a truck, bumping corridos, drinking, and having tons of fun at the races. 😒🏇🍺🎶',normal
'naw ima call him back later',normal
' me:   okay i m lost now   tutor:   good!   ???????????? ',normal
'wow devils really suck',normal
'the true beliebers will never leave you, i m part of this and i m always here for you justin #staystrongkidrauhl #wewillneverleaveyou x49',normal
